Date,Open,High,Low,Close,Volume,AdjustedClose
20200320,985.000,1000.000,920.000,970.000,7576100,485.000
20200323,970.000,970.000,905.000,950.000,4531200,475.000
20200324,945.000,1085.000,910.000,940.000,12817600,470.000
20200326,950.000,1010.000,950.000,995.000,14957700,497.500
20200327,995.000,1080.000,995.000,1030.000,6476800,515.000
20200330,1015.000,1055.000,970.000,1045.000,1807000,522.500
20200331,1070.000,1300.000,1050.000,1170.000,15887700,585.000
20200401,1160.000,1195.000,1105.000,1105.000,4132400,552.500
20200402,1090.000,1180.000,1090.000,1170.000,5643700,585.000
20200403,1170.000,1420.000,1170.000,1240.000,15557500,620.000
20200406,1260.000,1325.000,1245.000,1305.000,11249100,652.500
20200407,1320.000,1320.000,1230.000,1245.000,9892700,622.500
20200408,1255.000,1255.000,1185.000,1220.000,8914000,610.000
20200409,1220.000,1260.000,1215.000,1235.000,3181600,617.500
20200413,1240.000,1250.000,1220.000,1235.000,1138500,617.500
20200414,1235.000,1255.000,1215.000,1245.000,5431700,622.500
20200415,1245.000,1260.000,1220.000,1220.000,6169200,610.000
20200416,1220.000,1235.000,1135.000,1145.000,10326200,572.500
20200417,1180.000,1190.000,1140.000,1190.000,4556600,595.000
20200420,1200.000,1220.000,1170.000,1215.000,10426500,607.500
20200421,1215.000,1235.000,1200.000,1210.000,7213100,605.000
20200422,1205.000,1210.000,1160.000,1180.000,3554100,590.000
20200423,1190.000,1205.000,1180.000,1190.000,3376200,595.000
20200424,1190.000,1200.000,1135.000,1145.000,4621000,572.500
20200427,1145.000,1185.000,1145.000,1175.000,2032400,587.500
20200428,1190.000,1190.000,1170.000,1180.000,1935800,590.000
20200429,1185.000,1255.000,1185.000,1250.000,11190900,625.000
20200430,1240.000,1275.000,1240.000,1260.000,6345300,630.000
20200504,1260.000,1280.000,1220.000,1280.000,3162900,640.000
20200505,1280.000,1280.000,1245.000,1255.000,1578900,627.500
20200506,1255.000,1260.000,1220.000,1230.000,1248000,615.000
20200508,1230.000,1260.000,1230.000,1260.000,4536600,630.000
20200511,1260.000,1280.000,1245.000,1245.000,7146700,622.500
20200512,1255.000,1255.000,1220.000,1230.000,2340000,615.000
20200513,1225.000,1250.000,1200.000,1250.000,1224700,625.000
20200514,1250.000,1260.000,1225.000,1250.000,839700,625.000
20200515,1245.000,1245.000,1210.000,1230.000,2794900,615.000
20200518,1240.000,1240.000,1205.000,1210.000,2557700,605.000
20200519,1230.000,1255.000,1210.000,1235.000,5580900,617.500
20200520,1235.000,1250.000,1225.000,1235.000,3150200,617.500
20200526,1225.000,1260.000,1225.000,1245.000,2617700,622.500
20200527,1245.000,1250.000,1230.000,1245.000,2754100,622.500
20200528,1245.000,1255.000,1230.000,1245.000,4942800,622.500
20200529,1245.000,1250.000,1220.000,1220.000,3385400,610.000
20200602,1225.000,1250.000,1215.000,1240.000,3303200,620.000
20200603,1245.000,1260.000,1220.000,1225.000,5399500,612.500
20200604,1225.000,1245.000,1210.000,1215.000,4057600,607.500
20200605,1225.000,1240.000,1210.000,1220.000,3942600,610.000
20200608,1220.000,1255.000,1220.000,1255.000,8468800,627.500
20200609,1270.000,1320.000,1265.000,1310.000,17293200,655.000
20200610,1320.000,1340.000,1235.000,1270.000,14580200,635.000
20200611,1250.000,1260.000,1225.000,1230.000,4775000,615.000
20200612,1220.000,1225.000,1155.000,1210.000,7258700,605.000
20200615,1220.000,1245.000,1210.000,1240.000,9114800,620.000
20200616,1250.000,1255.000,1220.000,1240.000,7033600,620.000
20200617,1245.000,1255.000,1230.000,1230.000,2892100,615.000
20200618,1240.000,1250.000,1225.000,1230.000,4553300,615.000
20200619,1230.000,1245.000,1225.000,1230.000,2594200,615.000
20200622,1230.000,1245.000,1210.000,1220.000,3552000,610.000
20200623,1220.000,1220.000,1190.000,1195.000,5729900,597.500
20200624,1200.000,1220.000,1195.000,1215.000,3047900,607.500
20200625,1220.000,1220.000,1200.000,1205.000,2481500,602.500
20200626,1205.000,1215.000,1205.000,1210.000,3913200,605.000
20200629,1210.000,1250.000,1210.000,1220.000,7059400,610.000
20200630,1220.000,1240.000,1205.000,1215.000,7992100,607.500
20200701,1215.000,1260.000,1205.000,1255.000,10223400,627.500
20200702,1260.000,1265.000,1225.000,1230.000,9531800,615.000
20200703,1240.000,1240.000,1225.000,1225.000,2422800,612.500
20200706,1225.000,1240.000,1225.000,1230.000,4494800,615.000
20200707,1230.000,1245.000,1180.000,1230.000,2285000,615.000
20200708,1235.000,1245.000,1220.000,1225.000,11550200,612.500
20200709,1230.000,1235.000,1220.000,1230.000,16559300,615.000
20200710,1230.000,1235.000,1220.000,1225.000,4635500,612.500
20200713,1230.000,1230.000,1215.000,1220.000,4506400,610.000
20200714,1225.000,1230.000,1215.000,1215.000,2713600,607.500
20200715,1225.000,1225.000,1215.000,1220.000,2204100,610.000
20200716,1220.000,1230.000,1215.000,1220.000,1024000,610.000
20200717,1220.000,1230.000,1205.000,1210.000,5929100,605.000
20200720,1210.000,1220.000,1210.000,1210.000,1504500,605.000
20200721,1215.000,1275.000,1210.000,1240.000,19650700,620.000
20200722,1270.000,1270.000,1240.000,1245.000,8680900,622.500
20200723,1250.000,1290.000,1250.000,1270.000,12832700,635.000
20200724,1275.000,1280.000,1230.000,1235.000,6333000,617.500
20200727,1240.000,1260.000,1240.000,1255.000,4174600,627.500
20200728,1255.000,1255.000,1245.000,1250.000,1964000,625.000
20200729,1250.000,1275.000,1245.000,1270.000,4470000,635.000
20200730,1280.000,1315.000,1270.000,1300.000,16329500,650.000
20200803,1300.000,1325.000,1245.000,1285.000,12874200,642.500
20200804,1285.000,1315.000,1275.000,1300.000,8643300,650.000
20200805,1300.000,1395.000,1285.000,1375.000,15092500,687.500
20200806,1390.000,1450.000,1370.000,1400.000,11934600,700.000
20200807,1405.000,1415.000,1365.000,1405.000,7144000,702.500
20200810,1410.000,1415.000,1390.000,1395.000,5575900,697.500
20200811,1405.000,1410.000,1375.000,1380.000,6695800,690.000
20200812,1380.000,1395.000,1340.000,1370.000,11475700,685.000
20200813,1380.000,1380.000,1360.000,1365.000,2904100,682.500
20200814,1370.000,1375.000,1350.000,1350.000,3741500,675.000
20200818,1350.000,1385.000,1350.000,1375.000,7363700,687.500
20200819,1375.000,1380.000,1360.000,1370.000,7633400,685.000
20200824,1375.000,1375.000,1355.000,1360.000,4748800,680.000
20200825,1365.000,1370.000,1355.000,1360.000,10279500,680.000
20200826,1365.000,1415.000,1355.000,1390.000,13520300,695.000
20200827,1390.000,1470.000,1390.000,1405.000,36136800,702.500
20200828,1410.000,1465.000,1405.000,1420.000,28382900,710.000
20200831,1425.000,1440.000,1380.000,1385.000,20437800,692.500
20200901,1390.000,1400.000,1385.000,1400.000,6246800,700.000
20200902,1400.000,1415.000,1390.000,1400.000,4995200,700.000
20200903,1400.000,1405.000,1390.000,1395.000,2775700,697.500
20200904,1395.000,1400.000,1350.000,1400.000,10164300,700.000
20200907,1400.000,1410.000,1385.000,1400.000,7252600,700.000
20200908,1395.000,1470.000,1395.000,1460.000,28559300,730.000
20200909,1455.000,1535.000,1420.000,1480.000,37290100,740.000
20200910,1480.000,1480.000,1380.000,1385.000,26514000,692.500
20200911,1385.000,1495.000,1320.000,1495.000,34101900,747.500
20200914,750.000,830.000,745.000,810.000,144926100,810.000
20200915,815.000,825.000,790.000,790.000,43493100,790.000
20200916,790.000,795.000,755.000,765.000,33637600,765.000
20200917,765.000,785.000,755.000,755.000,24400000,755.000
20200918,755.000,780.000,755.000,770.000,18533500,770.000
20200921,770.000,780.000,730.000,770.000,27164900,770.000
20200922,770.000,770.000,735.000,750.000,32134800,750.000
20200923,750.000,750.000,720.000,740.000,27263900,740.000
20200924,740.000,740.000,720.000,730.000,19838500,730.000
20200925,730.000,760.000,725.000,755.000,19536500,755.000
20200928,765.000,765.000,735.000,740.000,12440300,740.000
20200929,745.000,750.000,725.000,730.000,10425200,730.000
20200930,735.000,745.000,720.000,745.000,9172900,745.000
20201001,745.000,755.000,740.000,745.000,10785800,745.000
20201002,745.000,755.000,720.000,740.000,12414000,740.000
20201005,740.000,745.000,720.000,735.000,4848600,735.000
20201006,745.000,755.000,735.000,745.000,14741300,745.000
20201007,745.000,755.000,740.000,745.000,7314600,745.000
20201008,750.000,790.000,745.000,785.000,33717500,785.000
20201009,785.000,790.000,770.000,785.000,13429900,785.000
20201012,800.000,835.000,785.000,795.000,19369600,795.000
20201013,795.000,800.000,780.000,790.000,8421600,790.000
20201014,785.000,790.000,775.000,775.000,18351300,775.000
20201015,785.000,785.000,760.000,760.000,19916000,760.000
20201016,760.000,775.000,760.000,765.000,13640900,765.000
20201019,770.000,785.000,765.000,785.000,13553900,785.000
20201020,790.000,810.000,780.000,790.000,29867100,790.000
20201021,795.000,800.000,780.000,785.000,15395000,785.000
20201022,795.000,810.000,790.000,795.000,71887600,795.000
20201023,810.000,810.000,785.000,790.000,15195800,790.000
20201026,790.000,860.000,790.000,825.000,61716200,825.000
20201027,830.000,835.000,800.000,800.000,38474800,800.000
20201102,805.000,810.000,795.000,800.000,21273200,800.000
20201103,800.000,810.000,790.000,810.000,12821500,810.000
20201104,815.000,825.000,810.000,815.000,18593000,815.000
20201105,815.000,825.000,815.000,815.000,7496100,815.000
20201106,815.000,845.000,810.000,830.000,28087500,830.000
20201109,840.000,845.000,830.000,840.000,21029100,840.000
20201110,840.000,855.000,840.000,845.000,23042600,845.000
20201111,845.000,850.000,825.000,830.000,22212500,830.000
20201112,830.000,840.000,810.000,815.000,16233400,815.000
20201113,820.000,830.000,815.000,820.000,8189900,820.000
20201116,820.000,825.000,810.000,820.000,21664300,820.000
20201117,840.000,840.000,815.000,815.000,22910500,815.000
20201118,815.000,825.000,810.000,810.000,24283900,810.000
20201119,820.000,820.000,800.000,800.000,35750200,800.000
20201120,800.000,810.000,795.000,800.000,23668100,800.000
20201123,810.000,820.000,800.000,820.000,24371600,820.000
20201124,825.000,830.000,810.000,810.000,30709800,810.000
20201125,820.000,820.000,800.000,800.000,29284100,800.000
20201126,805.000,820.000,790.000,795.000,42403700,795.000
20201127,795.000,805.000,785.000,785.000,44492300,785.000
20201130,785.000,795.000,760.000,760.000,55922500,760.000
20201201,760.000,800.000,760.000,800.000,41161300,800.000
20201202,810.000,810.000,795.000,800.000,17400400,800.000
20201203,800.000,805.000,790.000,790.000,13161500,790.000
20201204,795.000,800.000,780.000,785.000,11379100,785.000
20201207,785.000,800.000,785.000,795.000,21388600,795.000
20201208,795.000,800.000,790.000,800.000,19610600,800.000
20201210,800.000,805.000,790.000,790.000,17539500,790.000
20201211,790.000,800.000,785.000,785.000,8729500,785.000
20201214,785.000,795.000,775.000,780.000,23251400,780.000
20201215,785.000,790.000,770.000,770.000,22208600,770.000
20201216,770.000,785.000,770.000,775.000,27871300,775.000
20201217,775.000,785.000,770.000,775.000,13516200,775.000
20201218,775.000,785.000,775.000,780.000,19896100,780.000
20201221,780.000,790.000,775.000,790.000,24240200,790.000
20201222,790.000,830.000,790.000,805.000,127012100,805.000
20201223,800.000,820.000,775.000,810.000,54690300,810.000
20201228,825.000,835.000,800.000,815.000,34617300,815.000
20201229,830.000,830.000,800.000,805.000,31712000,805.000
20201230,805.000,810.000,785.000,805.000,26784000,805.000
20210104,805.000,815.000,795.000,795.000,19838800,795.000
20210105,800.000,815.000,790.000,810.000,31677600,810.000
20210106,810.000,815.000,790.000,800.000,30788600,800.000
20210107,800.000,800.000,790.000,795.000,13229600,795.000
20210108,795.000,800.000,785.000,785.000,16157300,785.000
